,date,temperature,percentage_rain,rain_indicator
3715,2019-03-05,33.90125,0.0,0
3716,2019-03-06,33.96,0.0,0
3717,2019-03-07,39.696666666666665,0.0,0
3718,2019-03-08,53.98916666666667,0.08333333333333333,1
3719,2019-03-09,54.498333333333335,0.08333333333333333,1
3720,2019-03-10,61.845,0.16666666666666666,1
3721,2019-03-11,56.887083333333344,0.125,1
3722,2019-03-12,54.94750000000001,0.0,0
3723,2019-03-13,58.848749999999995,0.0,0
3724,2019-03-14,62.931666666666665,0.0,0
3725,2019-03-15,63.76625000000001,0.625,1
3726,2019-03-16,48.350833333333334,0.0,0
3727,2019-03-17,48.79291666666666,0.0,0
3728,2019-03-18,48.96958333333334,0.0,0
3729,2019-03-19,45.73708333333334,0.0,0
3730,2019-03-20,46.327499999999986,0.0,0
3731,2019-03-21,50.244166666666665,0.0,0
3732,2019-03-22,51.203750000000014,0.0,0
3733,2019-03-23,55.32999999999999,0.0,0
3734,2019-03-24,56.370000000000005,0.0,0
3735,2019-03-25,59.10750000000001,0.25,1
3736,2019-03-26,54.849999999999994,0.20833333333333334,1
3737,2019-03-27,53.04583333333334,0.2916666666666667,1
3738,2019-03-28,51.336666666666666,0.0,0
3739,2019-03-29,56.59083333333333,0.0,0
3740,2019-03-30,63.28458333333333,0.08333333333333333,1
3741,2019-03-31,55.32041666666667,0.20833333333333334,1
3742,2019-04-01,46.637499999999996,0.0,0
3743,2019-04-02,52.20333333333335,0.0,0
3744,2019-04-03,53.30833333333334,0.0,0
3745,2019-04-04,58.60375000000001,0.0,0
3746,2019-04-05,61.82,0.5,1
3747,2019-04-06,63.31041666666667,0.0,0
3748,2019-04-07,67.98458333333333,0.25,1
3749,2019-04-08,68.50541666666668,0.16666666666666666,1
